tweet_id	image_id	text_info	text_info_conf	image_info	image_info_conf	text_human	text_human_conf	image_human	image_human_conf	image_damage	image_damage_conf	tweet_text	image_url	image_path
922645850203000832	922645850203000832_0	informative	1.0	not_informative	1.0	rescue_volunteering_or_donation_effort	1.0	not_humanitarian	1.0	dont_know_or_cant_judge	1.0	Puerto Rico Olympic Gold Medalist Monica Puig Delivers Supplies, Support to Island https://t.co/oyskOpzylq https://t.co/QC9V1sCpGA	http://pbs.twimg.com/media/DM3lglIWkAA7lDF.jpg	data_image/hurricane_maria/24_10_2017/922645850203000832_0.jpg
912278084543553537	912278084543553537_0	informative	1.0	informative	1.0	other_relevant_information	1.0	other_relevant_information	1.0	dont_know_or_cant_judge	1.0	After a hurricane, there are still dangers, sometimes inside your own refrigerator. @USDAFoodSafety tips- #Maria https://t.co/1gYBGRtX6p	http://pbs.twimg.com/media/DJnLqDiXkAAOM3r.jpg	data_image/hurricane_maria/25_9_2017/912278084543553537_0.jpg
927297465870565376	927297465870565376_0	informative	1.0	not_informative	1.0	rescue_volunteering_or_donation_effort	1.0	not_humanitarian	1.0	dont_know_or_cant_judge	1.0	Inside @ASPCA Emergency Shelter for ὃEὃE animal victims of #HurricaneMaria https://t.co/41rhAyqX0x https://t.co/xjJhaSdAjV #cats #dogs #family	http://pbs.twimg.com/media/DN4XG2oUQAAnBnJ.jpg	data_image/hurricane_maria/5_11_2017/927297465870565376_0.jpg
921356579261136896	921356579261136896_0	informative	1.0	informative	1.0	rescue_volunteering_or_donation_effort	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	Postal Service Asks Employees to Volunteer to Relocate to Puerto Rico https://t.co/rHUCr0occ8 https://t.co/BkR1k760ey	http://pbs.twimg.com/media/DMk_OdJWkAAVlNo.jpg	data_image/hurricane_maria/20_10_2017/921356579261136896_0.jpg
910523362950053888	910523362950053888_0	informative	0.6757	informative	0.3755	other_relevant_information	0.6757	affected_individuals	0.3755	nan	nan	Hurricane Maria hits Puerto Rico after slamming Dominica https://t.co/vSayZNlbPs https://t.co/Sa5FiNnFqU	http://pbs.twimg.com/media/DKLUKryVoAAbTz5.jpg	data_image/hurricane_maria/20_9_2017/910523362950053888_0.jpg
910523398253461504	910523398253461504_0	informative	1.0	informative	1.0	infrastructure_and_utility_damage	1.0	infrastructure_and_utility_damage	1.0	mild_damage	0.5208	RT @CNN: Hurricane Maria ripped the roofs off these homes in San Juan, Puerto Rico https://t.co/VGpWK7tl7e https://t.co/jnt6nRhRXR	http://pbs.twimg.com/media/DKLOE9ZWAAE5aGe.jpg	data_image/hurricane_maria/20_9_2017/910523398253461504_0.jpg
910523398253461504	910523398253461504_1	informative	1.0	informative	1.0	infrastructure_and_utility_damage	1.0	infrastructure_and_utility_damage	1.0	mild_damage	0.5124	RT @CNN: Hurricane Maria ripped the roofs off these homes in San Juan, Puerto Rico https://t.co/VGpWK7tl7e https://t.co/jnt6nRhRXR	http://pbs.twimg.com/media/DKLOFIYXUAAIQ1r.jpg	data_image/hurricane_maria/20_9_2017/910523398253461504_1.jpg
910523398253461504	910523398253461504_2	informative	1.0	informative	1.0	infrastructure_and_utility_damage	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	RT @CNN: Hurricane Maria ripped the roofs off these homes in San Juan, Puerto Rico https://t.co/VGpWK7tl7e https://t.co/jnt6nRhRXR	http://pbs.twimg.com/media/DKLOFb7XcAAfSNM.jpg	data_image/hurricane_maria/20_9_2017/910523398253461504_2.jpg
910523398253461504	910523398253461504_3	informative	1.0	informative	1.0	infrastructure_and_utility_damage	1.0	infrastructure_and_utility_damage	1.0	severe_damage	0.6807	RT @CNN: Hurricane Maria ripped the roofs off these homes in San Juan, Puerto Rico https://t.co/VGpWK7tl7e https://t.co/jnt6nRhRXR	http://pbs.twimg.com/media/DKLOFtiXoAAENcP.jpg	data_image/hurricane_maria/20_9_2017/910523398253461504_3.jpg
910523400384155648	910523400384155648_0	informative	1.0	informative	1.0	other_relevant_information	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	PHOTOS: Hurricane Maria pummels the Caribbean https://t.co/5WFCc6TAlg https://t.co/y6tAxABqU6	http://pbs.twimg.com/media/DKLUNFUUMAQVtLy.jpg	data_image/hurricane_maria/20_9_2017/910523400384155648_0.jpg
